Probe	Chromosome	Start	End	Probe Strand	H3K9me2_Untreated-unique	H3K9me2_VitC-unique
Random	9	93818402	93823401		83	163
Random	9	94600915	94605914		83	77
Random	9	94732909	94737908		29	23
Random	9	96869381	96874380		38	50
Random	9	97045660	97050659		48	99
Random	9	97801760	97806759		84	83
Random	9	98052533	98057532		94	90
Random	9	98122913	98127912		69	91
Random	9	99397717	99402716		37	29
Random	9	100562962	100567961		34	29
Random	9	100730335	100735334		29	31
Random	9	101606510	101611509		66	37
Random	9	102064160	102069159		102	124
Random	9	102447508	102452507		106	71
Random	9	104191405	104196404		30	46
Random	9	106340209	106345208		22	21
Random	9	106418115	106423114		11	9
Random	9	106867870	106872869		15	28
Random	9	106937683	106942682		79	49
Random	9	107252887	107257886		20	23
Random	9	107278283	107283282		23	16
Random	9	108488417	108493416		6	16
Random	9	108868419	108873418		0	0
Random	9	109637371	109642370		123	206
Random	9	109936754	109941753		13	20
Random	9	110496313	110501312		53	36
Random	9	110627098	110632097		19	18
Random	9	110682087	110687086		17	16
Random	9	111035934	111040933		74	40
Random	9	111365927	111370926		63	65
Random	9	112672288	112677287		81	69
Random	9	112883459	112888458		94	71
Random	9	112944859	112949858		87	65
Random	9	113304730	113309729		92	53
Random	9	114271278	114276277		86	38
Random	9	114365746	114370745		25	28
Random	9	114654196	114659195		34	81
Random	9	115618215	115623214		74	33
Random	9	115872790	115877789		46	21
Random	9	117492643	117497642		88	45
Random	9	119777801	119782800		87	48
Random	9	120615599	120620598		35	42
Random	9	121092784	121097783		75	58
Random	9	121940807	121945806		52	26
Random	9	122006520	122011519		41	27
Random	9	123027039	123032038		60	24
Random	9	123873622	123878621		0	0
Random	10	1692305	1697304		0	0
Random	10	2331508	2336507		0	0
Random	10	2381282	2386281		0	0
Random	10	2673310	2678309		0	0
Random	10	3338398	3343397		74	29
Random	10	3582129	3587128		63	55
Random	10	6280282	6285281		70	104
Random	10	8046140	8051139		90	68
Random	10	8288233	8293232		55	57
Random	10	8517249	8522248		13	16
Random	10	8949964	8954963		92	31
Random	10	9822900	9827899		31	17
Random	10	9947308	9952307		58	47
Random	10	10226718	10231717		93	97
Random	10	10936842	10941841		88	58
Random	10	11031494	11036493		65	47
Random	10	11158883	11163882		34	32
Random	10	12090579	12095578		71	64
Random	10	13393519	13398518		85	48
Random	10	14019985	14024984		65	40
Random	10	14359207	14364206		92	77
Random	10	14853146	14858145		103	119
Random	10	14966305	14971304		45	67
Random	10	15501203	15506202		77	78
Random	10	15553986	15558985		70	66
Random	10	17211710	17216709		48	50
Random	10	17245086	17250085		40	41
Random	10	17872413	17877412		59	48
Random	10	17979510	17984509		75	30
Random	10	18069470	18074469		42	39
Random	10	18151557	18156556		95	158
Random	10	18765943	18770942		35	24
Random	10	19276694	19281693		38	41
Random	10	19987035	19992034		76	54
Random	10	20901808	20906807		89	48
Random	10	21096937	21101936		21	25
Random	10	21276035	21281034		67	107
Random	10	21318837	21323836		25	26
Random	10	21818542	21823541		40	35
Random	10	22273396	22278395		50	38
Random	10	22491528	22496527		16	11
Random	10	23632931	23637930		3	7
Random	10	23990616	23995615		46	46
Random	10	24308391	24313390		27	21
Random	10	24824879	24829878		31	37
Random	10	25367015	25372014		28	25
Random	10	25471874	25476873		44	41
Random	10	25946659	25951658		77	64
Random	10	26631069	26636068		33	27
Random	10	26882465	26887464		75	43
Random	10	27218996	27223995		63	77
Random	10	27375718	27380717		81	69
Random	10	27822101	27827100		13	14
Random	10	28288138	28293137		51	30
Random	10	28345623	28350622		61	48
Random	10	28531750	28536749		54	50
Random	10	29542232	29547231		78	53
Random	10	30001515	30006514		76	58
Random	10	30038298	30043297		79	61
Random	10	30212678	30217677		36	66
Random	10	30596952	30601951		21	35
Random	10	30931537	30936536		97	93
Random	10	31492649	31497648		70	147
Random	10	31995402	32000401		33	42
Random	10	32998824	33003823		83	123
Random	10	33588601	33593600		55	97
Random	10	33822960	33827959		5	8
Random	10	33825682	33830681		44	58
Random	10	34771122	34776121		38	107
Random	10	35050932	35055931		85	75
Random	10	35504276	35509275		64	57
Random	10	36003310	36008309		67	48
Random	10	36033581	36038580		75	76
Random	10	36378488	36383487		65	54
Random	10	36699674	36704673		89	79
Random	10	37049196	37054195		76	79
Random	10	37166672	37171671		72	40
Random	10	37279640	37284639		85	60
Random	10	37650256	37655255		90	56
Random	10	38406479	38411478		75	120
Random	10	40026046	40031045		66	60
Random	10	40340996	40345995		22	21
Random	10	40913732	40918731		47	53
Random	10	41291557	41296556		32	35
Random	10	41348888	41353887		64	42
Random	10	41880463	41885462		31	29
Random	10	42190440	42195439		27	20
Random	10	42451724	42456723		26	37
Random	10	42473984	42478983		17	33
Random	10	42700393	42705392		59	74
Random	10	43042352	43047351		42	22
Random	10	43589464	43594463		39	34
Random	10	45159866	45164865		54	46
Random	10	45219200	45224199		42	42
Random	10	45363806	45368805		61	35
Random	10	46460283	46465282		111	134
Random	10	47073188	47078187		51	55
Random	10	47692643	47697642		84	146
Random	10	47896859	47901858		91	190
Random	10	48282687	48287686		92	115
Random	10	48321731	48326730		70	86
Random	10	49630436	49635435		77	56
Random	10	50351890	50356889		88	96
Random	10	50400134	50405133		67	88
Random	10	51617916	51622915		59	47
Random	10	51891988	51896987		96	90
Random	10	52239191	52244190		46	33
Random	10	52556357	52561356		98	143
Random	10	52769709	52774708		86	77
Random	10	53198185	53203184		93	160
Random	10	53399199	53404198		50	66
Random	10	54430082	54435081		73	63
Random	10	55806490	55811489		85	74
Random	10	55840104	55845103		48	70
Random	10	56450208	56455207		66	49
Random	10	56948472	56953471		57	53
Random	10	57167652	57172651		91	82
Random	10	57253388	57258387		88	165
Random	10	59777561	59782560		54	70
Random	10	59975221	59980220		28	26
Random	10	60400033	60405032		28	23
Random	10	61379744	61384743		12	16
Random	10	62484796	62489795		13	20
Random	10	63031088	63036087		28	33
Random	10	63501206	63506205		59	91
Random	10	63636887	63641886		109	117
Random	10	63999175	64004174		68	91
Random	10	64021167	64026166		59	38
Random	10	64334273	64339272		101	97
Random	10	66264919	66269918		105	151
Random	10	66518968	66523967		99	87
Random	10	66588142	66593141		63	59
Random	10	67072649	67077648		30	33
Random	10	67251826	67256825		28	24
Random	10	68148047	68153046		45	59
Random	10	68806951	68811950		45	55
Random	10	69323248	69328247		33	46
Random	10	70117928	70122927		34	21
Random	10	70291181	70296180		15	31
Random	10	70915118	70920117		40	55
Random	10	71460344	71465343		60	54
Random	10	71907916	71912915		118	72
Random	10	72113077	72118076		68	39
Random	10	72468888	72473887		82	84
Random	10	73100141	73105140		22	25
Random	10	73946821	73951820		78	102
Random	10	74020551	74025550		103	104
Random	10	74262054	74267053		76	56
Random	10	74404454	74409453		100	109
Random	10	75047910	75052909		24	23
Random	10	75986187	75991186		31	35
Random	10	78144987	78149986		47	32
Random	10	78781574	78786573		36	37
Random	10	79075585	79080584		71	69
Random	10	79596708	79601707		42	19
Random	10	80980310	80985309		31	62
Random	10	81474619	81479618		16	16
Random	10	81679759	81684758		19	29
Random	10	82805052	82810051		19	32
Random	10	83409211	83414210		27	45
Random	10	83414423	83419422		20	38
Random	10	83785061	83790060		37	42
Random	10	84242300	84247299		87	105
Random	10	84245755	84250754		73	88
Random	10	84904720	84909719		45	28
Random	10	86181346	86186345		68	74
Random	10	86933233	86938232		45	30
Random	10	89089885	89094884		88	77
Random	10	89391741	89396740		36	39
Random	10	89447652	89452651		73	51
Random	10	89940217	89945216		118	138
Random	10	91267985	91272984		31	20
Random	10	91550435	91555434		119	121
Random	10	91676464	91681463		90	102
Random	10	91854798	91859797		99	74
Random	10	92458788	92463787		65	108
Random	10	92596183	92601182		92	74
Random	10	92805691	92810690		45	88
Random	10	92956064	92961063		108	84
Random	10	92995285	93000284		68	54
Random	10	95611786	95616785		43	27
Random	10	96199046	96204045		80	130
Random	10	96268865	96273864		81	91
Random	10	96868288	96873287		77	70
Random	10	97109679	97114678		104	118
Random	10	97429448	97434447		63	64
Random	10	97640507	97645506		90	107
Random	10	97744862	97749861		95	105
Random	10	98209012	98214011		93	118
Random	10	98993722	98998721		30	35
Random	10	101108904	101113903		59	73
Random	10	101252676	101257675		73	78
Random	10	101293839	101298838		62	58
Random	10	101323216	101328215		65	67
Random	10	101534619	101539618		73	134
Random	10	101835742	101840741		59	42
Random	10	102825747	102830746		65	38
Random	10	103259894	103264893		75	108
Random	10	103772131	103777130		86	97
Random	10	103875501	103880500		54	74
Random	10	104889268	104894267		11	12
Random	10	107083277	107088276		88	116
Random	10	108679933	108684932		97	62
Random	10	109586493	109591492		63	57
Random	10	109879572	109884571		66	40
Random	10	109919440	109924439		19	16
Random	10	110222477	110227476		57	96
Random	10	110840242	110845241		74	94
Random	10	111339222	111344221		62	38
Random	10	111882039	111887038		80	61
Random	10	112037290	112042289		104	87
Random	10	112515750	112520749		81	169
Random	10	112695494	112700493		48	102
Random	10	113063619	113068618		63	51
Random	10	113253309	113258308		71	71
Random	10	113378578	113383577		78	62
Random	10	113936739	113941738		81	99
Random	10	114528689	114533688		33	64
Random	10	115551766	115556765		79	53
Random	10	115798578	115803577		72	78
Random	10	116248544	116253543		67	22
Random	10	116665075	116670074		59	55
Random	10	116825011	116830010		47	25
Random	10	118413358	118418357		105	67
Random	10	119567655	119572654		103	99
Random	10	120689170	120694169		35	38
Random	10	120819687	120824686		37	31
Random	10	120966458	120971457		17	26
Random	10	121722297	121727296		37	72
Random	10	121789695	121794694		43	44
Random	10	121994840	121999839		37	30
Random	10	122288516	122293515		92	67
Random	10	122844653	122849652		58	64
Random	10	124339197	124344196		91	147
Random	10	124372391	124377390		92	129
Random	10	124679068	124684067		33	48
Random	10	125181527	125186526		50	69
Random	10	125261895	125266894		25	22
Random	10	125273586	125278585		15	12
Random	10	125565690	125570689		71	49
Random	10	126217435	126222434		89	65
Random	10	126734049	126739048		86	63
Random	10	127158390	127163389		21	23
Random	10	127872402	127877401		52	45
Random	10	128793693	128798692		48	70
Random	10	128960709	128965708		46	31
Random	10	129072757	129077756		115	228
Random	10	129308236	129313235		53	66
Random	10	129682530	129687529		55	43
Random	10	130021883	130026882		79	73
Random	10	130477619	130482618		95	116
Random	10	130626680	130631679		0	0
Random	11	104729	109728		0	0
Random	11	113865	118864		0	0
Random	11	144354	149353		0	0
Random	11	287156	292155		0	0
Random	11	1306719	1311718		0	0
Random	11	4543190	4548189		15	43
Random	11	4856166	4861165		40	46
Random	11	5058912	5063911		6	12
Random	11	5124504	5129503		46	51
Random	11	5490023	5495022		49	43
Random	11	6214941	6219940		51	41
Random	11	6340509	6345508		46	43
Random	11	6370630	6375629		64	71
Random	11	6863152	6868151		103	100
Random	11	6882489	6887488		85	145
Random	11	7451497	7456496		108	52
Random	11	7977617	7982616		115	124
Random	11	8591756	8596755		60	46
Random	11	8850267	8855266		101	96
Random	11	8852716	8857715		84	63
Random	11	9647681	9652680		127	151
Random	11	9778720	9783719		90	108
Random	11	9963614	9968613		86	77
Random	11	10031047	10036046		76	46
Random	11	10736253	10741252		102	93
Random	11	10986997	10991996		108	95
Random	11	11403671	11408670		50	56
Random	11	11529672	11534671		145	77
Random	11	11657594	11662593		127	85
Random	11	11684979	11689978		27	29
Random	11	12523222	12528221		86	65
Random	11	13093277	13098276		126	121
Random	11	13138600	13143599		78	93
Random	11	13276532	13281531		97	72
Random	11	13489023	13494022		72	84
Random	11	13565031	13570030		115	115
Random	11	13992898	13997897		80	81
Random	11	14165631	14170630		88	127
Random	11	14559350	14564349		87	193
Random	11	14819590	14824589		100	115
Random	11	15598434	15603433		91	83
Random	11	18637567	18642566		2	5
Random	11	19079920	19084919		57	107
Random	11	19863618	19868617		68	94
Random	11	20477067	20482066		60	50
Random	11	23285352	23290351		26	25
Random	11	23490163	23495162		37	56
Random	11	24123796	24128795		82	45
Random	11	24632247	24637246		82	76
Random	11	24717725	24722724		132	99
Random	11	24933754	24938753		99	71
Random	11	25232057	25237056		129	74
Random	11	25698388	25703387		111	80
Random	11	25941891	25946890		94	60
Random	11	27124864	27129863		101	173
Random	11	27212682	27217681		38	46
Random	11	29104616	29109615		80	56
Random	11	30206939	30211938		46	44
Random	11	30578147	30583146		105	99
Random	11	31365794	31370793		15	21
Random	11	32422627	32427626		95	65
Random	11	32457574	32462573		24	38
Random	11	33528590	33533589		17	21
Random	11	34843305	34848304		39	45
Random	11	37489185	37494184		108	96
Random	11	37543810	37548809		122	146
Random	11	39120324	39125323		86	91
Random	11	39461102	39466101		67	72
Random	11	39676630	39681629		51	42
Random	11	40090645	40095644		96	78
Random	11	40149170	40154169		62	52
Random	11	42324421	42329420		69	55
Random	11	42451139	42456138		107	67
Random	11	42571767	42576766		91	118
Random	11	43479924	43484923		49	32
Random	11	43511566	43516565		72	49
Random	11	44003533	44008532		128	109
Random	11	44190496	44195495		133	140
Random	11	45944556	45949555		33	31
Random	11	46044123	46049122		69	108
Random	11	46339300	46344299		108	51
Random	11	47131736	47136735		101	92
Random	11	47310622	47315621		101	120
Random	11	48274363	48279362		144	170
Random	11	49089136	49094135		81	64
Random	11	49243053	49248052		23	20
Random	11	49502919	49507918		127	133
Random	11	49709280	49714279		12	19
Random	11	50639961	50644960		114	105
Random	11	51470315	51475314		98	73
Random	11	52107554	52112553		26	22
Random	11	52594554	52599553		102	89
Random	11	52632035	52637034		44	27
Random	11	53625946	53630945		28	30
Random	11	53917168	53922167		99	58
Random	11	54160351	54165350		80	53
Random	11	55242463	55247462		2	8
Random	11	55745891	55750890		108	68
Random	11	55962528	55967527		109	95
Random	11	56155681	56160680		60	25
Random	11	59411890	59416889		54	45
Random	11	59636662	59641661		66	49
Random	11	60040823	60045822		23	34
Random	11	60436930	60441929		30	21
Random	11	61259495	61264494		45	48
Random	11	61496258	61501257		44	56
Random	11	62177671	62182670		81	49
Random	11	62655384	62660383		24	33
Random	11	62803949	62808948		53	72
Random	11	62909157	62914156		52	38
Random	11	64638035	64643034		116	126
Random	11	64850891	64855890		118	101
Random	11	65771945	65776944		24	50
Random	11	66313299	66318298		107	115
Random	11	67532259	67537258		144	158
Random	11	68129933	68134932		37	29
Random	11	69016353	69021352		18	26
Random	11	70195554	70200553		95	109
Random	11	70392634	70397633		22	22
Random	11	70766143	70771142		27	30
Random	11	71306765	71311764		65	68
Random	11	71391670	71396669		104	98
Random	11	72740112	72745111		25	32
Random	11	73241562	73246561		110	64
Random	11	73807855	73812854		119	108
Random	11	75383760	75388759		70	102
Random	11	75898084	75903083		47	19
Random	11	76463415	76468414		16	18
Random	11	76765984	76770983		85	51
Random	11	77453689	77458688		30	42
Random	11	77495409	77500408		14	16
Random	11	79480552	79485551		47	70
Random	11	79552461	79557460		38	42
Random	11	80348473	80353472		35	29
Random	11	80367450	80372449		17	29
Random	11	80545819	80550818		76	49
Random	11	81168620	81173619		127	113
Random	11	82337044	82342043		93	159
Random	11	83095619	83100618		75	180
Random	11	84608852	84613851		74	39
Random	11	85586379	85591378		50	33
Random	11	86423297	86428296		71	61
Random	11	86993148	86998147		25	12
Random	11	90329378	90334377		111	67
Random	11	91138278	91143277		117	102
Random	11	93966992	93971991		24	52
Random	11	93976749	93981748		59	78
Random	11	94228399	94233398		30	26
Random	11	94442424	94447423		56	41
Random	11	94598830	94603829		23	32
Random	11	94632595	94637594		15	24
Random	11	94691762	94696761		34	31
Random	11	95314898	95319897		27	35
Random	11	95473323	95478322		41	25
Random	11	96276752	96281751		7	8
Random	11	96477506	96482505		69	72
Random	11	97104420	97109419		66	44
Random	11	97728186	97733185		33	36
Random	11	98905391	98910390		14	21
Random	11	98993659	98998658		20	22
Random	11	99024133	99029132		37	68
Random	11	99074433	99079432		41	32
Random	11	99091725	99096724		45	93
Random	11	99509605	99514604		132	71
Random	11	99889695	99894694		96	149
Random	11	101288186	101293185		39	33
Random	11	101798544	101803543		28	32
Random	11	101805913	101810912		31	28
Random	11	101948964	101953963		39	31
Random	11	102491801	102496800		28	28
Random	11	103332581	103337580		40	42
Random	11	103469220	103474219		53	43
Random	11	103819344	103824343		84	72
Random	11	104242096	104247095		37	40
Random	11	104319177	104324176		19	36
Random	11	104427757	104432756		21	30
Random	11	105428141	105433140		0	3
Random	11	106052434	106057433		51	41
Random	11	107186714	107191713		20	41
Random	11	107282016	107287015		37	30
Random	11	107326083	107331082		45	39
Random	11	107372023	107377022		47	29
Random	11	109268433	109273432		82	48
Random	11	109847157	109852156		91	57
Random	11	110221363	110226362		131	138
Random	11	110876003	110881002		101	108
Random	11	111652314	111657313		68	57
Random	11	112208604	112213603		79	44
Random	11	112236959	112241958		121	100
Random	11	112645511	112650510		99	74
Random	11	113388053	113393052		32	36
Random	11	113711090	113716089		41	40
Random	11	114221836	114226835		41	47
Random	11	114764198	114769197		42	34
Random	11	115507287	115512286		24	25
Random	11	116784874	116789873		7	15
Random	11	118186931	118191930		83	42
Random	11	118855971	118860970		117	113
Random	11	119329587	119334586		28	24
Random	11	120330449	120335448		83	114
Random	11	121075348	121080347		148	178
Random	11	122040962	122045961		0	0
Random	11	122062066	122067065		0	0
Random	11	122075319	122080318		0	0
Random	12	527887	532886		0	0
Random	12	690618	695617		0	0
Random	12	889938	894937		0	0
Random	12	982069	987068		0	0
Random	12	2352741	2357740		0	0
Random	12	2361880	2366879		0	0
Random	12	3145679	3150678		74	134
Random	12	3184162	3189161		56	70
Random	12	4847971	4852970		36	41
Random	12	5259378	5264377		97	47
Random	12	5755718	5760717		90	75
Random	12	5924676	5929675		84	122
Random	12	6953480	6958479		86	57
Random	12	8128700	8133699		57	79
Random	12	8926953	8931952		23	20
Random	12	9835042	9840041		80	79
Random	12	10246882	10251881		83	70
Random	12	10459136	10464135		62	48
Random	12	10773178	10778177		71	63
Random	12	10866209	10871208		64	55
Random	12	11965103	11970102		85	79
Random	12	12018327	12023326		71	72
Random	12	13712719	13717718		88	99
Random	12	13960553	13965552		73	65
Random	12	14003161	14008160		83	77
Random	12	14090481	14095480		74	57
Random	12	14314792	14319791		59	47
Random	12	14544223	14549222		75	159
Random	12	14626916	14631915		82	92
Random	12	15809689	15814688		14	8
Random	12	16807164	16812163		31	50
Random	12	16821323	16826322		27	34
Random	12	17398275	17403274		57	71
Random	12	17706597	17711596		18	25
Random	12	19065189	19070188		82	101
Random	12	19451164	19456163		49	61
Random	12	21335325	21340324		34	40
Random	12	21785536	21790535		54	37
Random	12	22707667	22712666		11	7
Random	12	23571238	23576237		19	15
Random	12	23859883	23864882		1	0
Random	12	24396536	24401535		0	6
Random	12	24446161	24451160		111	97
Random	12	24722657	24727656		29	42
Random	12	26005310	26010309		53	61
Random	12	26140638	26145637		75	52
Random	12	26925552	26930551		55	29
Random	12	27217617	27222616		85	132
Random	12	28618415	28623414		41	32
Random	12	28787785	28792784		36	30
Random	12	28848192	28853191		68	33
Random	12	29068854	29073853		78	30
Random	12	29763599	29768598		80	54
Random	12	29898447	29903446		69	27
Random	12	29941680	29946679		95	52
Random	12	30237489	30242488		87	49
Random	12	30607527	30612526		92	57
Random	12	30857280	30862279		80	66
Random	12	31634195	31639194		28	20
Random	12	31928218	31933217		22	29
Random	12	31998695	32003694		107	115
Random	12	32633238	32638237		33	23
Random	12	32665324	32670323		120	78
Random	12	32806776	32811775		86	50
Random	12	32813448	32818447		63	41
Random	12	33582803	33587802		48	44
Random	12	33627667	33632666		74	55
Random	12	33715815	33720814		45	39
Random	12	33742770	33747769		57	73
Random	12	33931328	33936327		65	89
Random	12	34143790	34148789		75	51
Random	12	34671652	34676651		73	42
Random	12	34713415	34718414		78	76
Random	12	35326734	35331733		88	121
Random	12	35767139	35772138		64	65
Random	12	36496480	36501479		70	69
Random	12	38411727	38416726		66	50
Random	12	38701894	38706893		80	55
Random	12	38754159	38759158		95	83
Random	12	39241065	39246064		84	83
Random	12	40113538	40118537		74	40
Random	12	40231748	40236747		68	52
Random	12	40498163	40503162		56	34
Random	12	40821994	40826993		50	38
Random	12	41043236	41048235		41	39
Random	12	41364198	41369197		6	10
Random	12	41812103	41817102		39	50
Random	12	41901941	41906940		78	47
Random	12	42173030	42178029		88	71
Random	12	45390389	45395388		90	122
Random	12	45476757	45481756		38	28
Random	12	47396489	47401488		65	70
Random	12	48253601	48258600		77	151
Random	12	49784203	49789202		90	101
Random	12	49950178	49955177		48	40
Random	12	50194804	50199803		65	36
Random	12	50606591	50611590		62	69
Random	12	50658988	50663987		77	102
Random	12	50674357	50679356		69	50
Random	12	51162018	51167017		79	100
Random	12	51241886	51246885		80	82
Random	12	51319842	51324841		51	38
Random	12	51348838	51353837		17	21
Random	12	51417031	51422030		31	32
Random	12	52649754	52654753		42	29
Random	12	53854416	53859415		78	52
Random	12	54448209	54453208		84	67
Random	12	54658268	54663267		33	28
Random	12	55411856	55416855		28	25
Random	12	55638134	55643133		35	56
Random	12	56123933	56128932		108	112
Random	12	56991838	56996837		68	47
Random	12	57328260	57333259		53	47
Random	12	57686195	57691194		83	46
Random	12	57699497	57704496		89	62
Random	12	57856324	57861323		90	116
Random	12	58196698	58201697		59	41
Random	12	58328806	58333805		64	52
Random	12	58630479	58635478		107	114
Random	12	59059175	59064174		16	31
Random	12	59352586	59357585		111	93
Random	12	59626706	59631705		66	74
Random	12	60866128	60871127		78	122
Random	12	61285888	61290887		54	66
Random	12	61408241	61413240		74	64
Random	12	61730147	61735146		63	59
Random	12	62531737	62536736		59	85
Random	12	62753703	62758702		82	52
Random	12	64262363	64267362		70	97
Random	12	65042448	65047447		20	36
Random	12	65143275	65148274		16	17
Random	12	66207096	66212095		61	119
Random	12	67047183	67052182		67	76
Random	12	67099847	67104846		61	50
Random	12	67685111	67690110		51	57
Random	12	67893854	67898853		85	78
Random	12	69460545	69465544		34	23
Random	12	69725821	69730820		45	67
Random	12	70060394	70065393		46	43
Random	12	70460214	70465213		42	41
Random	12	71206874	71211873		6	3
Random	12	71470627	71475626		58	74
Random	12	72226007	72231006		48	27
Random	12	72530314	72535313		35	30
Random	12	72586410	72591409		69	134
Random	12	73591608	73596607		54	25
Random	12	74930014	74935013		32	54
Random	12	75943046	75948045		36	35
Random	12	76159050	76164049		78	34
Random	12	76253486	76258485		7	19
Random	12	78810907	78815906		40	32
Random	12	79127528	79132527		18	17
Random	12	79346367	79351366		18	32
Random	12	79529578	79534577		56	32
Random	12	79682863	79687862		38	35
Random	12	80269489	80274488		22	33
Random	12	81937954	81942953		38	23
Random	12	83085125	83090124		46	24
Random	12	83410355	83415354		43	32
Random	12	84075440	84080439		69	66
Random	12	84641686	84646685		15	11
Random	12	84806516	84811515		35	20
Random	12	87825601	87830600		4	5
Random	12	88494042	88499041		71	53
Random	12	88695954	88700953		84	47
Random	12	89934507	89939506		88	101
Random	12	90097287	90102286		103	92
Random	12	90517572	90522571		97	140
Random	12	90864245	90869244		87	106
Random	12	91084397	91089396		66	33
Random	12	91339537	91344536		47	44
Random	12	92452988	92457987		88	85
Random	12	92454517	92459516		80	78
Random	12	92718490	92723489		94	116
Random	12	93299240	93304239		61	121
Random	12	94342527	94347526		60	106
Random	12	95115507	95120506		89	121
Random	12	95214284	95219283		71	73
Random	12	95684433	95689432		63	56
Random	12	96598083	96603082		60	79
Random	12	98412387	98417386		94	94
Random	12	99099398	99104397		56	53
Random	12	99440614	99445613		45	31
Random	12	99610697	99615696		43	31
Random	12	100864430	100869429		55	53
Random	12	101273273	101278272		101	67
Random	12	101446884	101451883		1	0
Random	12	101604155	101609154		70	47
Random	12	102797908	102802907		42	46
Random	12	103508343	103513342		59	34
Random	12	104660522	104665521		29	33
Random	12	105103769	105108768		18	16
Random	12	105531246	105536245		36	29
Random	12	106521419	106526418		75	79
Random	12	106660952	106665951		97	65
Random	12	106739563	106744562		129	125
Random	12	107082252	107087251		64	26
Random	12	107329470	107334469		79	76
Random	12	108901975	108906974		12	13
Random	12	109167294	109172293		98	91
Random	12	109222225	109227224		91	86
Random	12	109665946	109670945		85	76
Random	12	109790489	109795488		75	103
Random	12	109820407	109825406		56	105
Random	12	110211011	110216010		58	35
Random	12	110353048	110358047		48	35
Random	12	110616309	110621308		21	17
Random	12	110760419	110765418		28	27
Random	12	110950559	110955558		36	26
Random	12	111148086	111153085		40	25
Random	12	111171529	111176528		43	33
Random	12	112390224	112395223		72	45
Random	12	112435032	112440031		49	22
Random	12	112637322	112642321		27	26
Random	12	113120576	113125575		15	12
Random	12	113481312	113486311		50	30
Random	12	113572802	113577801		62	50
Random	12	113829175	113834174		72	54
Random	12	114871665	114876664		92	106
Random	12	115142063	115147062		81	85
Random	12	115277612	115282611		17	32
Random	12	116229086	116234085		44	31
Random	12	116714803	116719802		118	114
Random	12	116738531	116743530		101	47
Random	12	118142013	118147012		46	44
Random	12	118696483	118701482		74	85
Random	12	119679806	119684805		74	82
Random	12	119872307	119877306		87	60
Random	13	61345	66344		0	0
Random	13	420757	425756		0	0
Random	13	1262306	1267305		0	0
Random	13	2351901	2356900		0	0
Random	13	2543491	2548490		0	0
Random	13	2943590	2948589		0	0
Random	13	3389806	3394805		46	90
Random	13	5071166	5076165		72	61
Random	13	6475309	6480308		73	31
Random	13	6531905	6536904		52	50
Random	13	7070588	7075587		44	31
Random	13	7077506	7082505		65	69
Random	13	9088365	9093364		40	35
Random	13	9158510	9163509		37	25
Random	13	9938190	9943189		88	86
Random	13	10007343	10012342		89	70
Random	13	10087672	10092671		101	79
Random	13	10339741	10344740		60	26
Random	13	10454736	10459735		73	69
Random	13	10563978	10568977		96	84
Random	13	10914752	10919751		68	59
Random	13	11158674	11163673		77	87
Random	13	11662840	11667839		75	79
Random	13	13131608	13136607		88	179
Random	13	13542456	13547455		75	133
Random	13	14066424	14071423		20	20
Random	13	15359642	15364641		77	63
Random	13	15543118	15548117		28	28
Random	13	15607359	15612358		84	51
Random	13	15661855	15666854		57	39
Random	13	15901449	15906448		79	55
Random	13	16129214	16134213		83	138
Random	13	17025309	17030308		74	57
Random	13	17468661	17473660		85	93
Random	13	17562080	17567079		89	136
Random	13	17895976	17900975		56	33
Random	13	18774476	18779475		49	30
Random	13	19676865	19681864		48	45
Random	13	20146058	20151057		61	42
Random	13	20153359	20158358		95	45
Random	13	20166390	20171389		36	32
Random	13	21486037	21491036		74	121
Random	13	22756856	22761855		83	72
Random	13	23228619	23233618		115	74
Random	13	23359807	23364806		22	19
Random	13	24155730	24160729		27	23
Random	13	24550885	24555884		43	38
Random	13	24747813	24752812		27	23
Random	13	25230031	25235030		77	134
Random	13	25668269	25673268		84	61
Random	13	26068806	26073805		74	103
Random	13	26167584	26172583		78	122
Random	13	27071388	27076387		68	62
Random	13	27136611	27141610		76	137
Random	13	27294395	27299394		80	116
Random	13	27492242	27497241		70	125
Random	13	27920760	27925759		97	118
Random	13	28029136	28034135		103	115
Random	13	29086448	29091447		85	70
Random	13	29621487	29626486		40	37
Random	13	29795460	29800459		44	23
Random	13	30303267	30308266		108	67
Random	13	31293583	31298582		75	58
Random	13	32564090	32569089		124	113
Random	13	32641764	32646763		77	52
Random	13	33388377	33393376		74	139
Random	13	33836798	33841797		83	62
Random	13	33886141	33891140		76	103
Random	13	33928946	33933945		50	36
Random	13	34830528	34835527		40	36
Random	13	34852767	34857766		72	122
Random	13	34961251	34966250		20	24
Random	13	36596668	36601667		96	70
Random	13	36861564	36866563		103	119
Random	13	37534965	37539964		35	40
Random	13	37593981	37598980		64	42
Random	13	37660449	37665448		75	43
Random	13	39269358	39274357		82	79
Random	13	39373349	39378348		74	48
Random	13	39635365	39640364		76	48
Random	13	40104747	40109746		89	53
Random	13	40252398	40257397		104	60
Random	13	40527577	40532576		75	60
Random	13	42481137	42486136		99	46
Random	13	42694013	42699012		86	48
Random	13	42973245	42978244		54	54
Random	13	43878102	43883101		53	34
Random	13	43888303	43893302		68	76
Random	13	44618763	44623762		21	32
Random	13	44767853	44772852		30	20
